,name,geometry,City,Median_Rent
34,Yerba Buena Island,"MULTIPOLYGON (((-122.3710543569999 37.81595007200008, -122.3705283609999 37.81465708600007, -122.3703842819999 37.81422948600004, -122.3698042569999 37.81340226100008, -122.3694019889999 37.81303369100004, -122.3684871669999 37.81266019200007, -122.3681414339999 37.81254274600008, -122.3675577459999 37.81232537300008, -122.3667186729999 37.81241625500007, -122.3650137399999 37.81332359600009, -122.3649913509999 37.81346610000008, -122.3643832009999 37.81392894700008, -122.3638988419999 37.81408218600006, -122.3631041089999 37.81407826100008, -122.3630142169999 37.81415247200005, -122.3620652749999 37.81414342300008, -122.3617164789999 37.81445589000003, -122.3607428699999 37.81470611000009, -122.3593797639999 37.81502701400007, -122.3589144769999 37.81476721500007, -122.3588496609999 37.81459861800005, -122.3589055729999 37.81441163700003, -122.3591504909999 37.81361462100006, -122.3595320599999 37.81336619600006, -122.3595741949999 37.81338956600007, -122.3610593879999 37.81248439900008, -122.3611263159999 37.81204659200006, -122.3611143549999 37.81156951300005, -122.3614193819999 37.81103116100007, -122.3614023619999 37.81074690300005, -122.3613366809999 37.81024357900009, -122.3607154729999 37.81029782800005, -122.3603540409999 37.81093462200005, -122.3602401519999 37.81088010700006, -122.3605486529999 37.81020363400006, -122.3611488189999 37.81011313000005, -122.3609698839999 37.80808533800007, -122.3613069149999 37.80806422100005, -122.3614736739999 37.80781094100007, -122.3618531769999 37.80734347700007, -122.3618009639999 37.80726326600006, -122.3618982009999 37.80706807700005, -122.3621619339999 37.80702339800007, -122.3626218979999 37.80707244500007, -122.3627914579999 37.80734513900006, -122.3633972859999 37.80748115500006, -122.3639581389999 37.80748053300005, -122.3641226229999 37.80755072500006, -122.3646224989999 37.80753458300006, -122.3648030739999 37.80741841800005, -122.3651517929999 37.80751797100004, -122.3652152009999 37.80763027900008, -122.3657964059999 37.80761284200008, -122.3662856029999 37.80737848800004, -122.3672535089999 37.80738788800005, -122.3674036409999 37.80764440400009, -122.3678786719999 37.80787929400009, -122.3679262129999 37.80777347200006, -122.3697826299999 37.80862580100006, -122.3703036889999 37.80862577900007, -122.3707250949999 37.80899885200006, -122.3716860169999 37.80948559700005, -122.3720260169999 37.81006253600009, -122.3728428189999 37.81087431700007, -122.3728050829999 37.81123132300007, -122.3725093619999 37.81124357200008, -122.3721659189999 37.81135409100006, -122.3717929019999 37.81269499100006, -122.3715661189999 37.81303851300004, -122.3717840809999 37.81337498000005, -122.3717681919999 37.81356888600004, -122.3714373009999 37.81355971600004, -122.3712464389999 37.81443556200009, -122.3714664259999 37.81526437000008, -122.3717759689999 37.81572691600007, -122.3710543569999 37.81595007200008)))",,
35,Treasure Island,"MULTIPOLYGON (((-122.3717651799999 37.81571079400004, -122.3766349779999 37.82275811500006, -122.3791245489999 37.82678384500008, -122.3776931929999 37.83043593100007, -122.3733201209999 37.83239597600004, -122.3686218729999 37.83114787200009, -122.3628365319999 37.82259432100005, -122.3635827819999 37.82087055400007, -122.3604579619999 37.82012397700004, -122.3605849049999 37.81980059200004, -122.3636420239999 37.82054068100007, -122.3643570299999 37.81867731200003, -122.3717651799999 37.81571079400004)))",,
36,Mission Dolores,"MULTIPOLYGON (((-122.4223648179999 37.76986769700005, -122.4212717279999 37.75849850800006, -122.4280501859999 37.75808875600006, -122.4282023229999 37.75969162200005, -122.4283540639999 37.76128957200007, -122.4305735669999 37.76115547600006, -122.4310254709999 37.76586798600005, -122.4308243949999 37.76601373000005, -122.4289485669999 37.76750445900007, -122.4286571629999 37.76773488700007, -122.4263094389999 37.76960259700007, -122.4223648179999 37.76986769700005)))",,
37,Castro,"MULTIPOLYGON (((-122.4310254709999 37.76586798600005, -122.4305735669999 37.76115547600006, -122.4327935049999 37.76102131000005, -122.4326377699999 37.75942329000009, -122.4370385089999 37.75915742300003, -122.4373423679999 37.76235474700007, -122.4364374509999 37.76240858500006, -122.4359728009999 37.76244879300009, -122.4353215539999 37.76269089800007, -122.4351879619999 37.76267070700004, -122.4330744709999 37.76419571200006, -122.4310254709999 37.76586798600005)))",,
38,Outer Sunset,"MULTIPOLYGON (((-122.5125482169999 37.76393308600007, -122.5103413189999 37.76400083300007, -122.5008305949999 37.76440614000006, -122.4965469869999 37.76459606100008, -122.4954753079999 37.76463804300005, -122.4836854359999 37.76516017700004, -122.4773083949999 37.76544798600008, -122.4770108869999 37.76169937400005, -122.4768138919999 37.75983393500007, -122.4762922399999 37.75237859800006, -122.4760330989999 37.74864750700004, -122.4889364579999 37.74807800800005, -122.4948367479999 37.74781712100008, -122.4941813989999 37.73849645300004, -122.5064356069999 37.73795985200007, -122.5070466969999 37.73795092500006, -122.5087636069999 37.73787469500007, -122.5088979439999 37.73912685100004, -122.5087243759999 37.74025457300007, -122.5092467519999 37.74134487800006, -122.5090538329999 37.74245669800007, -122.5092685369999 37.74323553000005, -122.5096825209999 37.74443947000009, -122.5093358799999 37.74593838600003, -122.5098344969999 37.74780779000008, -122.5097288259999 37.74911058500004, -122.5105064899999 37.75057927100005, -122.5110319119999 37.75262517500005, -122.5112930639999 37.75412438100005, -122.5119535029999 37.75994822500007, -122.5118557449999 37.76083941200005, -122.5124722729999 37.76251750300008, -122.5125482169999 37.76393308600007)))",San Francisco,4030.0
39,Parkside,"MULTIPOLYGON (((-122.5087636069999 37.73787469500007, -122.5069170359999 37.73795352700006, -122.5064356069999 37.73795985200007, -122.4941813989999 37.73849645300004, -122.4948367479999 37.74781712100008, -122.4760330989999 37.74864750700004, -122.4751024699999 37.73462557100004, -122.4770808289999 37.73461766200006, -122.4794596479999 37.73453253600007, -122.4820140819999 37.73441984000004, -122.4837752509999 37.73434210900007, -122.4859330929999 37.73424683500008, -122.4889560389999 37.73411329700008, -122.4904435449999 37.73405049600007, -122.4913426179999 37.73400785700005, -122.4966359969999 37.73377084200007, -122.4991963359999 37.73431161500008, -122.5010974829999 37.73520648000004, -122.5031047589999 37.73546649100007, -122.5052573519999 37.73547528700004, -122.5067174279999 37.73546975700009, -122.5085381779999 37.73540179200006, -122.5084485719999 37.73621847700008, -122.5086791169999 37.73705634600009, -122.5087636069999 37.73787469500007)))",San Francisco,3851.0
40,Stonestown,"MULTIPOLYGON (((-122.4717974359999 37.73103235400004, -122.4720568849999 37.72682404900007, -122.4723223549999 37.72162376700004, -122.4725724539999 37.71717386800009, -122.4727329929999 37.71746570900007, -122.4746771109999 37.71957477300003, -122.4749725699999 37.71992145300004, -122.4750713619999 37.72029465700007, -122.4752254759999 37.72044263100008, -122.4752219529999 37.72105729500004, -122.4753532379999 37.72118125300005, -122.4751788649999 37.72439963100004, -122.4752779959999 37.72438900300006, -122.4768012199999 37.72481710700004, -122.4770504819999 37.72534663500005, -122.4788212549999 37.72539696000007, -122.4793223779999 37.72529069500007, -122.4797253589999 37.72528392300006, -122.4799182609999 37.72537852800008, -122.4813246599999 37.72730381900004, -122.4813983799999 37.72740352500006, -122.4802619249999 37.72833674800006, -122.4798791459999 37.72851204700004, -122.4799149489999 37.72861732100006, -122.4812909369999 37.73023979700008, -122.4813356089999 37.73107519400008, -122.4813379849999 37.73116383000007, -122.4800153989999 37.73114837700007, -122.4759265329999 37.73110355200004, -122.4748566039999 37.73106575300005, -122.4719420289999 37.73105732600004, -122.4717974359999 37.73103235400004)))",San Francisco,
41,Parkmerced,"MULTIPOLYGON (((-122.4813854669999 37.72741413000006, -122.4813335859999 37.72730036400009, -122.4799254919999 37.72538098200005, -122.4797129329999 37.72529347400007, -122.4793117689999 37.72530021400007, -122.4788557199999 37.72539895700004, -122.4770580109999 37.72535324000006, -122.4767955459999 37.72482634000005, -122.4752779309999 37.72438078700009, -122.4751784169999 37.72440789400008, -122.4753532379999 37.72118125300005, -122.4752219529999 37.72105729500004, -122.4752254759999 37.72044263100008, -122.4750713619999 37.72029465700007, -122.4749725699999 37.71992145300004, -122.4746771109999 37.71957477300003, -122.4727329929999 37.71746570900007, -122.4725724539999 37.71717386800009, -122.4726332709999 37.71690825300004, -122.4717114939999 37.71422893500005, -122.4715980609999 37.71384935400005, -122.4714719909999 37.71342747800009, -122.4713367449999 37.71268562600005, -122.4718648299999 37.71268239500006, -122.4721798159999 37.71270285500009, -122.4722980899999 37.71271384900007, -122.4726489419999 37.71281144800008, -122.4727372049999 37.71292737300007, -122.4728542959999 37.71291072700006, -122.4736126539999 37.71318170400008, -122.4741882529999 37.71341374900004, -122.4754327229999 37.71405574900007, -122.4754750979999 37.71415697300006, -122.4756131429999 37.71414851100008, -122.4759243709999 37.71427216200004, -122.4763305349999 37.71439242800005, -122.4766584219999 37.71445288100006, -122.4770258189999 37.71448263900004, -122.4788109449999 37.71445809800008, -122.4802123689999 37.71447939100005, -122.4803015119999 37.71453961500004, -122.4852289349999 37.71469451200005, -122.4850759499999 37.71832759000006, -122.4850767869999 37.71857435800007, -122.4850751779999 37.72399972600005, -122.4838643959999 37.72701952200003, -122.4819316539999 37.72711261400008, -122.4813854669999 37.72741413000006)))",San Francisco,4536.0
42,Lakeshore,"MULTIPOLYGON (((-122.5085381779999 37.73540179200006, -122.5067174279999 37.73546975700009, -122.5052573519999 37.73547528700004, -122.5031047589999 37.73546649100007, -122.5010974829999 37.73520648000004, -122.4991963359999 37.73431161500008, -122.4966359969999 37.73377084200007, -122.4913426179999 37.73400785700005, -122.4889560389999 37.73411329700008, -122.4890325219999 37.73401019400006, -122.4888362329999 37.73121394400005, -122.4879529319999 37.73097337400009, -122.4875220439999 37.73084821200007, -122.4870523969999 37.73080573000004, -122.4861793249999 37.73087917900006, -122.4853015039999 37.73094609200007, -122.4844233289999 37.73101302400005, -122.4835448899999 37.73107997100004, -122.4826636099999 37.73114712700004, -122.4817874049999 37.73116975400006, -122.4813431969999 37.73116389900008, -122.4813409389999 37.73107886400004, -122.4812867209999 37.73024787700007, -122.4799298119999 37.72862047400008, -122.4798790739999 37.72851208000009, -122.4802619249999 37.72833674800006, -122.4813936859999 37.72740738000005, -122.4819316539999 37.72711261400008, -122.4838643959999 37.72701952200003, -122.4850751779999 37.72399972600005, -122.4850767869999 37.71857435800007, -122.4850759499999 37.71832759000006, -122.4852289349999 37.71469451200005, -122.4803015119999 37.71453961500004, -122.4802123689999 37.71447939100005, -122.4788109449999 37.71445809800008, -122.4770258189999 37.71448263900004, -122.4766584219999 37.71445288100006, -122.4763305349999 37.71439242800005, -122.4760268089999 37.71431286000006, -122.4756131429999 37.71414851100008, -122.4754750979999 37.71415697300006, -122.4754327229999 37.71405574900007, -122.4741882529999 37.71341374900004, -122.4736126539999 37.71318170400008, -122.4728542959999 37.71291072700006, -122.4727372049999 37.71292737300007, -122.4726489419999 37.71281144800008, -122.4722980899999 37.71271384900007, -122.4719715709999 37.71268349700006, -122.4713358909999 37.71267867900008, -122.4713108669999 37.71247481900008, -122.4712554969999 37.71183144700007, -122.4712521449999 37.71159154200006, -122.4712425749999 37.71090661400007, -122.4712150909999 37.70893946300004, -122.4713325099999 37.70820776100004, -122.5027744569999 37.70808920900004, -122.5029706939999 37.70911026500005, -122.5031821679999 37.70964323700008, -122.5032524539999 37.71018153600005, -122.5034554369999 37.71090176500007, -122.5033883819999 37.71102586900008, -122.5035390519999 37.71139219800006, -122.5036067879999 37.71181582800006, -122.5039249139999 37.71197717700005, -122.5039884519999 37.71213735300006, -122.5041557419999 37.71300797900005, -122.5041545289999 37.71327675900005, -122.5042616159999 37.71348322900008, -122.5044155689999 37.71417266800006, -122.5049839099999 37.71573810800004, -122.5050649279999 37.71612247700006, -122.5055339349999 37.71730329500008, -122.5056115219999 37.71775475900006, -122.5057950529999 37.71833003800003, -122.5057583479999 37.71851867200007, -122.5059480209999 37.71883616000008, -122.5060384279999 37.71908898500004, -122.5060988359999 37.71975289800008, -122.5061196599999 37.72065764900009, -122.5065215129999 37.72165869600008, -122.5080295069999 37.72965518300003, -122.5081766139999 37.73095291500005, -122.5080107289999 37.73119298400007, -122.5084021849999 37.73281503600003, -122.5082879699999 37.73326636900003, -122.5083152409999 37.73491287100006, -122.5085381779999 37.73540179200006)))",San Francisco,4276.0
43,Golden Gate Heights,"MULTIPOLYGON (((-122.4703346519999 37.76012355000006, -122.4702041689999 37.75825698300008, -122.4637815279999 37.75853818000007, -122.4636576709999 37.75676410800008, -122.4635544999999 37.75529810100005, -122.4635807189999 37.75501414800004, -122.4636272889999 37.75478806400008, -122.4636788969999 37.75473857100008, -122.4637575829999 37.75446583200005, -122.4638388939999 37.75414750500005, -122.4638397839999 37.75405429400007, -122.4638421299999 37.75380859500007, -122.4637927929999 37.75365017400009, -122.4638791649999 37.75364268300007, -122.4641843289999 37.75291170900005, -122.4644620349999 37.75289922600007, -122.4655331779999 37.75285107100007, -122.4654034089999 37.75098630800005, -122.4664688739999 37.75093943500008, -122.4662822299999 37.74811872400005, -122.4662387189999 37.74803950700004, -122.4674419399999 37.74521772200006, -122.4674580069999 37.74521745400006, -122.4676064209999 37.74505542500009, -122.4675228759999 37.74493556200008, -122.4675709079999 37.74492837800005, -122.4675859609999 37.74488983500004, -122.4681931829999 37.74486397800007, -122.4680732909999 37.74338394500006, -122.4756444679999 37.74305181200009, -122.4757732419999 37.74491871700008, -122.4765542899999 37.75611021400005, -122.4768138919999 37.75983393500007, -122.4703346519999 37.76012355000006)))",San Francisco,4393.0
44,Forest Hill,"MULTIPOLYGON (((-122.4680732909999 37.74338394500006, -122.4681931829999 37.74486397800007, -122.4675903479999 37.74489179800008, -122.4675803419999 37.74492668100004, -122.4675368719999 37.74493608600005, -122.4676054069999 37.74504776700007, -122.4674786739999 37.74521478400004, -122.4674568239999 37.74521514900005, -122.4662326719999 37.74804073100006, -122.4662822299999 37.74811872400005, -122.4664688739999 37.75093943500008, -122.4654034089999 37.75098630800005, -122.4655331779999 37.75285107100007, -122.4644620349999 37.75289922600007, -122.4641843289999 37.75291170900005, -122.4638833699999 37.75364333100003, -122.4637940219999 37.75365412000008, -122.4636404069999 37.75331085000005, -122.4633988319999 37.75298121500003, -122.4631656419999 37.75274329500007, -122.4628482889999 37.75250582500007, -122.4624675469999 37.75218742300007, -122.4621768809999 37.75186652400004, -122.4618518119999 37.75162420100008, -122.4616218069999 37.75151736000004, -122.4615236029999 37.75150356000006, -122.4615034529999 37.75139897500009, -122.4611307259999 37.75091814600006, -122.4606653819999 37.74994487100008, -122.4606465979999 37.74990558600007, -122.4604881009999 37.74971022400007, -122.4600385549999 37.74927576600004, -122.4597307769999 37.74897831400006, -122.4596257159999 37.74894167000008, -122.4596109359999 37.74884859100007, -122.4589415899999 37.74820127500004, -122.4588161559999 37.74804011500004, -122.4587859419999 37.74781189900006, -122.4588566799999 37.74765706600004, -122.4591466979999 37.74738865800003, -122.4591743749999 37.74728631900007, -122.4636859959999 37.74374940900009, -122.4680732909999 37.74338394500006)))",,
45,West Portal,"MULTIPOLYGON (((-122.4751024699999 37.73462557100004, -122.4756444679999 37.74305181200009, -122.4713568329999 37.74323996200008, -122.4702349149999 37.74328916800005, -122.4691650469999 37.74333608100005, -122.4680732909999 37.74338394500006, -122.4660431869999 37.74355538200007, -122.4636859959999 37.74374940900009, -122.4638039589999 37.74292725600009, -122.4638670229999 37.74252512500004, -122.4639534179999 37.74225944300008, -122.4640907749999 37.74196962000008, -122.4643023489999 37.74162542500005, -122.4646292129999 37.74127098700006, -122.4649415449999 37.74083214100006, -122.4650361299999 37.74065089600003, -122.4651887979999 37.74021785400004, -122.4652529369999 37.73999229000009, -122.4652374419999 37.73968664500006, -122.4661573269999 37.73923583000004, -122.4683096089999 37.73741714700009, -122.4715693409999 37.73470681000003, -122.4751024699999 37.73462557100004)))",,
